titulo,texto,link
Juez concede amparo a empleados de caso Vimifos en Jalisco,"Juez concede amparo a empleados de caso Vimifos en Jalisco
La juez Fabiola Moreno Pérez concedió amparo a empleados de la compañía Acuícola México, acusados de fraude, amenazas y falsedad de declaración por la empresa sonorense Vimifos
OTRAS
Foto: Carlos Arrieta/ El Universal
24/08/2018
16:53
Carlos Arrieta / Corresponsal
Guadalajara
Guadalajara, Jal.— La juez segundo de Distrito en Amparo en Materia Penal de Jalisco, Fabiola Moreno Pérez concedió dicho recurso a Paola Ruíz, Rafael Galaz, María Luisa Palma, Jesús Francisco Galaz Ruíz y Norma Gómez Arvizuen, empleados de la compañía Acuícola México, acusados de fraude, amenazas y falsedad de declaración por la empresa sonorense Vimifos S.A de C.V. y ordenó al juez de Jalisco, Jaime Gómez regresar el caso a la Fiscalía de Sonora.
Al tratarse del mismo asunto y no poderse procesar en dos entidades diferentes, la decisión protege de forma colateral al resto de los 66 trabajores implicados, entre ellos, Alejandra Torrecillas Burrola, ex socia de Acuícola México, Carlos Eleazar Reyes, contador de la misma y Ramón Ruíz Ruíz, cocinero de la compañía, detenidos en Puente Grande.
EL UNIVERSAL publicó el pasado 8 de agosto que el Ministerio Público José Lino Morales y el juez Noveno de lo Penal Jaime Gómez habrían incurrido en irregularidades al ordenar dichas detenciones por ser hechos que presuntamente sucedieron en Hermosillo, Sonora.
Mediante los amparos 511/2018-VII y 739/2018-VII y su acumulado 745/2018-VII la juez federal confirmó que en el proceso realizado en Jalisco se violentó los derechos de las 66 personas, señalamiento sostenido por la defensa de los hoy detenidos.
El caso. Las acusaciones derivaron de un juicio civil que la empresa Vimifos S.A de C.V., dedicada a comercializar alimento para animales ganó en 2010 al negocio camaronero Acuícola México por un adeudo de 12 millones de dólares.
Cuando esa compañía se encontraba en la etapa de remate de sus bienes el juicio se suspendió, después de que la Suprema Corte de Justicia de la Nación (SCJN) dio preferencia sobre las propiedades a los trabajadores de Acuícola que les debía 100 millones de pesos en salarios caídos.
Tras ello, Vimifos denunció a Acuícola y a los trabajadores, acusándolos de fraude genérico en la Fiscalía de Sonora; sin embargo, el Ministerio Público de Hermosillo determinó que no había elementos para consignarlos.
Al no prosperar su denuncia en Sonora, Vimifos interpuso una denuncia en la fiscalía de Jalisco y a pesar de que legalmente no era su jurisdicción con la ayuda del Ministerio Público, José Lino Morales y del juez Noveno Jaime Gómez, la dependencia tomó el caso.
La postura. Ricardo Suro Esteves, presidente del Consejo de la Judicatura de Jalisco señaló que esta situación es preocupante y alerta un sentimiento (sospecha) de corrupción sobre alguno de los órganos que conforman al Poder judicial.
“Hay indicios o razones fundadas para establecer que tenemos que analizar bien este procedimiento para ver si se están haciendo bien o no las cosas”, afirmó.
“Ya mandamos a pedir las copias certificadas y tenemos que analizar puntualmente para ver si se suscitó alguna irregularidad. En esta presidencia hay cero tolerancia a la corrupción”, sostuvo en entrevista.
En cuanto a la investigación del juez Jaime Gómez, el funcionario explicó que primero tiene que analizarse en el órgano interno de control (Comisión de Responsabilidades) y a partir del resultado, precisó se sabrá la consecuencia derivada y advirtió que llegarán hasta las últimas consecuencias hasta que el asunto se esclarezca.
mm
OTRAS
",http://www.eluniversal.com.mx/estados/juez-concede-amparo-empleados-de-caso-vimifos-en-jalisco
Investigan presunto fraude de hijastros de Maduro en Estados Unidos,"Pulso OnlineInvestigan presunto fraude de hijastros de Maduro en Estados Unidos   APNicolás Madura / Foto: Archivo
Los fiscales estadounidenses están investigando si familiares del presidente venezolano Nicolás Maduro se han beneficiado de lo que, según ellos, fue un plan para extraer ilegalmente 1,200 millones de dólares de la compañía petrolera estatal PDVSA, dijeron a The Associated Press dos personas familiarizadas con la investigación estadounidense.
El líder del fraude ha evitado acusaciones de corrupción que han resultado en cargos contra otros funcionarios.
Según documentos presentados el miércoles, un banquero admitió que conspiró con hombres identificados como “Los Chamos” para lavar una porción de 200 millones de dólares de los fondos extraídos ilegalmente de PDVSA.
Las fuentes dijeron que “Los Chamos” en realidad son hijos de la primera dama venezolana, Cilia Flores. Las fuentes hablaron bajo la condición del anonimato debido a la naturaleza delicada de los señalamientos.
Los nombres de Maduro, su esposa y los hijos de ella no aparecen en ninguna denuncia penal.
Minuto a minuto
Toda la sección",http://pulsoslp.com.mx/2018/08/24/investigan-presunto-fraude-de-hijastros-de-maduro-en-estados-unidos/
Trump critica a Sessions por no investigar corrupción demócrata,"Comparte esta noticia
Trump critica a Sessions por no investigar corrupción demócrata
El presidente de Estados Unidos, Donald Trump, y el fiscal general, Jeff Sessions. (AFP)
/

/ 24.08.2018 08:08:11
El presidente Donald Trump criticó nuevamente al secretario de Justicia, Jeff Sessions, a quien pidió que investigue una larga lista de quejas contra los demócratas y los fiscales que indagan a su gobierno.
Trump tuiteó que Sessions debe “investigar toda la corrupción del ‘otro lado’”. Añadió: “Vamos, Jeff, tú puedes, ¡el país espera!” En una entrevista con el programa “Fox and Friends” que salió al aire el jueves, Trump acusó a Sessions de no tomar el mando de su propio departamento. En su réplica, Sessions dijo que el Departamento de Justicia no se dejará “influenciar indebidamente por consideraciones políticas”.  En respuesta, Trump dijo que la decisión de Session de que el Departamento de Justicia no se deje influencia por la política ""es genial""; sin embargo, afirmó que se tienen que investigar los actos de corrupción, incluyendo correos electrónicos eliminados, las mentiras de Comey, los conflictos del fiscal especial sobre la trama rusa, Robert Mueller"".“Department of Justice will not be improperly influenced by political considerations.” Jeff, this is GREAT, what everyone wants, so look into all of the corruption on the “other side” including deleted Emails, Comey lies & leaks, Mueller conflicts, McCabe, Strzok, Page, Ohr......— Donald J. Trump (@realDonaldTrump)
Agregó que también se deben hacer públicos los expedientes sobre la fundación Clinton y la vigilancia a su campaña.....FISA abuse, Christopher Steele & his phony and corrupt Dossier, the Clinton Foundation, illegal surveillance of Trump Campaign, Russian collusion by Dems - and so much more. Open up the papers & documents without redaction? Come on Jeff, you can do it, the country is waiting!— Donald J. Trump (@realDonaldTrump)
Consideró injusto que a un ex contratista de la Agencia Nacional de Inteligencia se le sentenciara a 63 meses de cárcel por difundir información clasificada, mientras no se castiga a Hillary Clinton.Ex-NSA contractor to spend 63 months in jail over “classified” information. Gee, this is “small potatoes” compared to what Hillary Clinton did! So unfair Jeff, Double Standard.— Donald J. Trump (@realDonaldTrump)
​​​​​​",http://www.milenio.com/internacional/estados-unidos/trump-critica-sessions-investigar-corrupcion-democrata
Terminan allanamientos a ex presidenta argentina por corrupción ...,"Terminan allanamientos a ex presidenta argentina por corrupciónLa investigación involucra a decenas de exfuncionarios y empresarios Texto y foto: NotimexLa Jornada MayaBuenos Aires, ArgentinaViernes 24 de agosto, 2018La justicia argentina culminó hoy los allanamientos a propiedades de la expresidenta Cristina Fernández de Kirchner, y se prevé que en los próximos días será acusada de manera formal de haber encabezado una asociación ilícita.El jueves comenzaron los allanamientos en el departamento que la ex mandataria tiene en Buenos Aires, y en una casa en la patagónica ciudad de Río Gallegos. Este viernes, los operativos concluyeron en la casa de Fernández de Kirchner ubicada en la también patagónica ciudad de Calafate, en el extremo sur del país.Mientras se realizaba la incursión policial, el abogado de la expresidenta, Carlos Beraldi, demandaba al juez Claudio Bonadío por haber violado la ley al impedirle presenciar el allanamiento que se realizó en el departamento en Buenos Aires.Beraldi acusó al juez de los delitos de “abuso de autoridad”, y “violación de los deberes de funcionario público”, ya que él, como abogado de Fernández de Kirchner, tenía derecho a participar en el operativo.El caso, que ha provocado una conmoción en Argentina, comenzó con la publicación de ocho cuadernos escritos por Óscar Centeno, chofer de Roberto Baratta, uno de los exfuncionarios más influyentes de los gobiernos de Néstor Kirchner y Cristina Fernández (2003-2015).En esas páginas, que un amigo de Centeno entregó a un periodista de La Nación y este al fiscal Carlos Stornelli, Centeno registró durante años a dónde, cuándo y con quiénes llevaba a Baratta presuntamente para recoger sobornos que empresarios pagaban en efectivo.De acuerdo con las anotaciones, Baratta recolectó alrededor de 200 millones de dólares que, en su mayoría, terminaron en manos de los Kirchner. La investigación involucra a decenas de exfuncionarios y empresarios, muchos de los cuales ya confesaron los delitos y se ampararon en la figura del “arrepentido” para poder seguir en libertad hasta que comiencen los juicios.Fernández de Kirchner fue llamada a indagatoria, pero se limitó a declarar por escrito y a rechazar las sospechas en su contra con el argumento de que forman parte de la persecución judicial de la que es objeto desde que terminó su presidencia.Se prevé que Bonadío procesará en los próximos días a Fernández de Kirchner, ya que es el mecanismo que ha seguido en las cinco causas judiciales previas a esta, que él también ha impulsado contra la exmandataria.",https://www.lajornadamaya.mx/2018-08-24/Terminan-allanamientos-a-ex-presidenta-argentina-por-corrupcion
Allanan propiedades de Cristina Kirchner por escándalo de ...,"/ viernes 24 de agosto de 2018
Allanan propiedades de Cristina Kirchner por escándalo de corrupción
Decenas de policías entraron a las residencias de la expresidenta; el gobierno niega persecución política
AFP y EFE
BUENOS AIRES, Argentina. Dos de las residencias de la expresidenta y actual senadora Cristina Kirchner fueron allanadas, en un caso judicial que investiga supuestos sobornos millonarios para adjudicación de contratos de la obra pública, que sacude a la política y el empresariado de Argentina.Por orden del juez Claudio Bonadio, comenzó al mediodía de ayer un enorme operativo en un departamento de Kirchner en el exclusivo barrio de Recoleta, en Buenos Aires, con varias camionetas policiales, personal de brigadas de explosivos, bomberos y perros entrenados.Las pesquisas en el departamento de más de 200 metros cuadrados proseguían cinco horas más tarde. En la calle, un grupo de partidarios expresaba su apoyo a la exmandataria con carteles y consignas.Carlos Beraldi, abogado de Kirchner, denunció que se le impidió permanecer en el lugar durante el allanamiento. ""Estamos frente a una farsa, en clara violación de los principios del estado de derecho.Vamos a pedir la nulidad del operativo. Yo abrí la puerta. Puse a disposición el domicilio para que sea revisado. Voy a denunciar penalmente al juez"", dijo antes de retirarse visiblemente furioso.En la tarde, otras brigadas ingresaron a la casa de Kirchner en Río Gallegos, una propiedad de dos pisos con amplio jardín que le sirve como lugar de descanso en la Patagonia, extremo sur de Argentina.Autorizados el miércoles por el Senado, los allanamientos se llevan a cabo sin la presencia del juez ni del fiscal Carlos Stornelli.Ante el Senado, Kirchner reiteró que el proceso en su contra tiene como motivación apartarla de la política.En respuesta a sus acusaciones, el jefe del gabinete de ministros del gobierno de Macri, Marcos Peña, reiteró ayer que laJusticia trabaja de forma independiente y que ""no hay ningún elemento"" que sustente que hay una persecución política contra la exmandataria.El caso salió a la luz por los cuadernos que Oscar Centeno, un chófer del Ministerio de Planificación, escribió durantemás de una década, en los que contaba cómo supuestamente llevaba bolsas con dólares de parte de empresarios a miembros del kirchnerismo, entre ellos al matrimonio Kirchner en su residencia oficial o en el apartamento de Recoleta.La investigación de los sobornos se hizo pública el 1 de agosto pasado y ha dejado multitud de empresarios y exfuncionarios imputados
noticias",https://www.elsoldelcentro.com.mx/mundo/allanan-propiedades-de-cristina-kirchner-por-escandalo-de-corrupcion-1939917.html
Investigan presunto fraude de hijastros de Maduro en EEUU ...,"Nicolas Maduro. Foto: AP
BOGOTÁ.- Mientras el presidente Nicolás Maduro prosigue con su plan para rescatar a la deteriorada economía de Venezuela, fiscales estadounidenses investigan si miembros de la familia del mandatario se han beneficiado de lo que describen como un ardid para desviar 1.200 millones de dólares de la petrolera estatal PDVSA, dijeron a The Associated Press dos personas familiarizadas con la pesquisa. Leer más: Capturan a 2 cabecillas del Clan del Golfo en Colombia
La corte federal de Miami realiza la investigación contra los hijastros de Maduro. Foto: AP
Leer más: Robo millonario: saquean joyería y se llevan más 60 relojes de lujoLa investigación, que adquirió fuerza esta semana después que un imputado se declaró culpable en una corte federal de Miami, se inscribe en los amplios intentos de fiscales estadounidenses de estrechar el cerco alrededor de Maduro, que ha librado acusaciones de corrupción que han resultado en cargos contra altos funcionarios venezolanos.  En documentos presentados el miércoles ante una corte, un empleado bancario suizo llamado Matthias Krull aceptó haberse puesto de acuerdo con hombres identificados solo como ""Los Chamos"" ""los muchachos"" en caló venezolano para lavar 200 millones de dólares, que formarían parte de los recursos robados a PDVSA.  Los Chamos son en realidad Yoswal, Yosser y Walter Flores, hijos de la primera dama Cilia Flores de una relación previa e hijastros de Maduro, según los dos estadounidenses que hicieron declaraciones del caso a la AP. Estas personas hablaron a condición de mantener el anonimato por lo delicado de las acusaciones.
Un mensaje contra el Presidente de Venezuela. Foto: AP
En una denuncia penal hecha pública el mes pasado y como parte de la declaración de hechos presentada ante la corte con el acuerdo que Krull negoció con la fiscalía de declararse culpable, los fiscales y Krull se refieren a ellos como los ""hijastros"" del ""Funcionario Venezolano 2"", que ambos estadounidenses afirman es Maduro.  Maduro, su esposa y los hijos de ella no aparecen por su nombre en la denuncia. Sin embargo, ambas fuentes dijeron que los fiscales buscan cualquier vínculo entre el presidente y su esposa y lo que creen es una red que ha desviado centenares de millones de dólares de la riqueza petrolera de Venezuela hacia un inmueble de lujo en el sur de Florida, mientras el país sudamericano registra hiperinflación y escasez generalizada.  Varios de esos bienes son objeto de posible confiscación, así como unos 45 millones de dólares que están en cuentas del City National Bank de Nueva Jersey y en las Bahamas, Gran Bretaña y Suiza.  El ministro para la Comunicación, Jorge Rodríguez, uno de los colaboradores más cercanos de Maduro, no ha respondido a reiterados mensajes de la AP para que haga declaraciones sobre el asunto.    Tampoco hay disponible información de contacto para con los hijastros de Maduro y por ello no se pudo conocer su postura.
Denuncian corrupción generalizada en Venezuela. Foto: EFE
En sus largas presentaciones diarias en la televisión estatal, Maduro ha fomentado una imagen de hombre ordinario que pone las cosas en claro y al que motiva más la ideología que el beneficio personal. Pero esa reputación comenzó a cambiar cuando en 2016 dos de los sobrinos de su esposa fueron declarados culpables en Nueva York de asociación delictuosa para contrabandear cocaína, lo que expuso la vida de la familia poco conocida de Maduro bajo la lupa de los investigadores estadounidenses por primera vez.  La corrupción es generalizada en Venezuela, y los fiscales estadounidenses han descubierto fraudes y sobornos por miles de millones de dólares relacionados con PDVSA.  La investigación de Miami el mayor caso de lavado de dinero presentado contra funcionarios venezolanos y sus cómplices coincide con las crecientes exigencias de que Maduro renuncie y se da tras el supuesto atentado con drones cargados con explosivos que el gobernante afirma fue un intento de Estados Unidos y sus oponentes de asesinarlo.",https://www.debate.com.mx/mundo/investigan-presunto-fraude-de-hijastros-de-maduroen-eeuu-20180824-0205.html
Corrupción | Noticieros Televisa,Corrupción       Ordenan decomisar 1.6 mdd de bienes del exdictador chileno Augusto Pinochet     Registran en Argentina casa de Cristina Fernández donde murió Kirchner     Juez cita a empresario argentino cercano al kirchnerismo por lavado de dinero     Investigan a policías que presuntamente sembraron droga en bar de CDMX     En Punto: Programa del 23 de agosto de 2018     Caso Duarte: ¿Hay simulación de combate a la corrupción?     Zhenli Ye Gon será procesado por operaciones con recursos ilícitos     Allanan vivienda de la expresidenta Cristina Fernández en Argentina     En Punto: Programa del 22 de agosto de 2018     Javier Duarte seguirá preso aunque ya no esté acusado por delincuencia organizada     Senado de Argentina autoriza cateos en domicilios de Cristina Fernández     Javier Duarte tiene los dos pies dentro de la cárcel: Yunes     Javier Duarte podría seguir su proceso en libertad     Senado argentino aprueba allanar residencias de Cristina Fernández     Javier Duarte sería detenido por autoridades de Veracruz si es liberado: Yunes     Reclasifican delitos de Javier Duarte,https://noticieros.televisa.com/corrupcion/
Piden proceso en libertad para empresaria acusada de fraude,"Piden proceso en libertad para empresaria acusada de fraude
El abogado de Irma Magaña Campos exigió que su clienta lleve el proceso en libertad al considerar que el delito por el que está recluida no está considerado como grave en el Nuevo Sistema de Justicia Penal
OTRAS
Fotografía: Cortesía
23/08/2018
14:06
Ricardo Moya
El abogado de Irma de los Ángeles Magaña Campos, empresaria de Cancún, exigió que su clienta lleve el proceso en libertad al considerar que el delito por el que está recluida no está considerado como grave en el Nuevo Sistema de Justicia Penal, además que existieron irregularidades en el debido proceso y se violaron sus derechos humanos.
Magaña Campos, de 50 años, contra quien la Juez 37 de lo penal, Yuridia Quintero, libró una orden de aprehensión, se encuentra recluida en el Penal Femenil de Santa Martha Acatitla desde el 10 de julio pasado, informó su defensor Paris Aguilera Baeza.
El abogado refirió que la mujer estuvo casada con el empresario Salvador Francisco Ornelas, quien tenía inversiones en la zona turística de Cancún, Quintana Roo.
Debido a que su esposo falleció el 21 de enero de 2014, cuando estaba involucrado en un juicio por la operación del Hotel Great Parnassus tras la celebración de un contrato de fideicomiso entre Desarrollos Pami S.A. de C.V. y CPI NA Parnassu B.V. The Bank of the New York Mellon, S.A. Instituición de Banca Múltiple de División Fiduciaria, la mujer se vio obligada a participar en los juicios como aval de Desarrollos Pami S.A. de C.V. y a firmar un reconocimiento de deuda ante un nuevo involucrado, quien adquirió los derechos del fideicomiso: Grupo Tsetaro Sociedad Anónima de Capital Variable, aseguraron los abogados.
Al supuestamente no obtener los pagos que exigían a Magaña Campos por un adeudo de 30 millones de dólares, para los cuales supuestamente existen garantías para el pago, Grupo Tsetaro Sociedad Anónima de Capital Variable logró que se girara una orden de aprehensión en su contra.
Por lo que se aseguró que, mediante violaciones a sus derechos humanos y sin ser sometida a un debido proceso al ser negada su presunción de inocencia, la presunta inculpada está recluida por un problema que ella no generó y a pesar de que ya existía una garantía de pago en el fideicomiso que su esposo firmó; aparentemente se pretende despojarla de inmuebles con un valor de hasta 120 millones de dólares.
Paris Aguilera Baeza, abogado de Irma Magaña Campos. Fotografía: Cortesía
Además se denunció que Magaña Campos ha sido agredida y se ha puesto en peligro su vida al interior del penal de Santa Martha Acatitla.
El abogado afirma que se le dictó auto de formal prisión por el delito de ""fraude procesal"", el cual no está tipificado por la legislación como grave y, por lo tanto, no amerita la reclusión.
Es por eso que Aguilera Baeza denunció que se actuó de manera ilegal con su clienta a quien, de acuerdo con el expediente 122/2018, se le debió haber dictado una medida cautelar como la firma periódica, pero no aprehenderla ni privarla de su libertad.
Fotografía: Cortesía
Debido a que hay jurisprudencia al respecto, la mujer debe afrontar esta situación en libertad, principalmente porque no ha cometido delito alguno, comentó el abogado.
Al hablar sobre la salud de su clienta, el abogado advirtió que padece de problemas cardíacos, gástricos y neuronales que de complicarse pondrían en riesgo su vida y señaló a las autoridades como responsables en caso de que la empresaria muera. Pidió que sea trasladada a un lugar especializado para ser atendida.
OTRAS
",http://www.eluniversal.com.mx/estados/piden-proceso-en-libertad-para-empresaria-acusada-de-fraude
Indagan a ex abogado de Trump por fraude,"Más de Indagan a ex abogado de Trump por fraudeWilliam Rashbaum, Ben Protess y Maggie Haberman/ The New York Times News Service  Las autoridades federales que investigan si el ex abogado personal del Presidente Trump, Michael Cohen, cometió fraude bancario y fiscal que asciende a más de 20 millones de dólares en préstamos obtenidos por empresas de taxis que él y su familia poseen, según personas familiarizadas con el caso.  Notas RelacionadasInvestigadores también tratan de determinar si Cohen violó las leyes de financiamiento de campaña u otras regulaciones al arreglar pagos para comprar el silencio de mujeres que afirmaron haber tenido aventuras sexuales con Trump.  La indagatoria ya entró en la etapa final, mientras los fiscales encargados consideran presentar los cargos para fines de agosto, de acuerdo con las fuentes consultadas.  Cualquier acusación criminal contra Cohen sería un golpe significativo para el Mandatario.  Cohen, de 52 años, trabajó para la compañía del Presidente, la Organización Trump, durante más de una década y era uno de los ayudantes más leales y visibles del Trump, incluso se llamó a sí mismo el abogado personal del Mandatario luego de que Trump asumió el cargo.  Los préstamos bancarios bajo escrutinio provinieron de dos instituciones financieras de Nueva York, que normalmente han apoyado a la industria del taxi, Sterling National Bank y Melrose Credit Union.  La fiscalía está tratando de determinar si el abogado tergiversó el valor de sus activos para obtener los préstamos,y si es que lo reportó al Servicio de Impuestos Internos.  Representantes de las dos instituciones prestamistas fueron citados tras el cateo que agentes federales realizaron a inicios de este año, en la oficina, casa y habitación de un hotel donde se hospedada Cohen.  Sterling recibió una citación del gran jurado en busca de registros relacionados con los préstamos, dijo una de las fuentes, debido a que los investigadores parecen estar especialmente enfocados en su trabajo como inversionista en medallones de taxi, permisos que los conductores necesitan para operar legalmente los taxis amarillos en la ciudad de Nueva York. Cohen utilizó 32 medallones como garantía para los préstamos Sterling, de acuerdo con las declaraciones de financiamiento presentadas públicamente.  Cada medallón fue valorado en más de un millón de dólares y generaron más de un millón de dólares al año en ganancias  Los préstamos se otorgaron a 16 compañías separadas controladas por Cohen y su familia, cada compañía posee dos medallones de taxi indicó la persona que revisó dichas transacciones.  El abogado y su esposa también garantizaron personalmente los préstamos, el aspecto del fraude fiscal de la investigación se ha centrado en parte en si Cohen informó adecuadamente los ingresos de los permisos.  Un testigo que podría proporcionar evidencia sobre el posible fraude bancario y fiscal es Evgeny Freidman, amigo de mucho tiempo de Cohen y ex socio comercial y quien comenzó a cooperar con los fiscales federales esta primavera.  Freidman, conocido como el Rey Taxi por sus grandes y antiguas propiedades en esa industria, manejó medallones de taxis propiedad del abogado y su familia entre 2012 y 2018.  En 2016, un juez federal encontró que Freidman, abogado inhabilitado a principios de este año, había transferido más de 60 millones en fideicomisos offshore para evitar el pago de deudas, por lo que los reguladores de la ciudad de Nueva York le prohibieron seguir administrando medallones.  Freidman llegó a un acuerdo con los fiscales estatales en virtud del cual evitó la prisión a cambio de cooperar con las autoridades federales que investigan a Cohen.  En esta última etapa de la investigación, aún es posible que Cohen se declare culpable para evitar enfrentar una acusación formal, aunque el abogado ha insinuado públicamente y declaró explícitamente que está ansioso por contarle a los fiscales lo que sabe para negociar un indulto.  Un acuerdo de cooperación probablemente incluiría una disposición en la que Cohen también proporcionaría información al fiscal especial, Robert Mueller, quien investiga la posible participación de la campaña de Trump en la intromisión de Rusia en las elecciones de 2016.  Todavía no está claro si los fiscales y la defensa de Cohen han abordado la posibilidad de un acuerdo de cooperación, pero es poco probable que el Gobierno presente cargos sin haberlo hecho.  En caso de no llegar a un acuerdo, es probable que el Gobierno presente cargos antes de las elecciones intermedias.  Si el asunto no se finaliza para fines de agosto, los fiscales probablemente esperarán hasta después de las elecciones, dijo una de las personas familiarizadas con la investigación.  Tal calendario se ajustaría a la política informal del Departamento de Justicia de evitar presentar casos políticamente delicados que pudieran influir en los votantes cercanos a una elección.  Cohen y sus abogados se negaron a comentar sobre la investigación cuando se les contactó durante el fin de semana y la semana pasada, los funcionarios federales en Nueva York y Washington tampoco hicieron comentarios.  La investigación sobre el ex abogado de Trump saltó a la luz pública el 9 de abril, cuando las autoridades federales registraron su casa, oficina y la habitación del hotel, estrategia que sacudió el círculo interno del Presidente.
Hora de publicación: 19:22 hrs.
Más de Norteamérica",https://www.reforma.com/aplicaciones/articulo/default.aspx?id=1471490
Buscan pactar en caso Planfía -Reforma - 27/08/2018 | Periódico ...,"hace cerca de 3 horas
Abel Barajas
Buscan pactar en caso Planfía
Reforma
Dos ex directores de empresa Planfía negocian con PGR beneficios para declarar en contra de su ex director en caso de mayor fraude bursátil.
Dos ex ejecutivos de la sociedad financiera popular Planfía negocian con la PGR beneficios para declarar en contra de su ex director, José de Jesús Venegas Blancarte, por el caso del mayor fraude bursátil que ha sido denunciado en las últimas décadas. Se trata de Óscar Urbina Pérez, ex director Financiero, y Alfredo Medina Velazquillo, ex director Jurídico de Planfía, quienes al igual que Venegas tienen dos procesos judiciales en curso por violación a la Ley del Mercado de Valores. Santiago Acosta Álvarez, representante de la Secretaría de Hacienda y Crédito Público (SHCP), reveló lo anterior durante la audiencia del pasado lunes en la que Venegas fue procesado por segunda vez por la supuesta presentación de información falsa a la Comisión Nacional Bancaria y de Valores (CNBV). ""Los otros dos coimputados han buscado el criterio de oportunidad ante la Procuraduría General de la República para deponer en contra del aquí presente (Venegas Blancarte). Si no se hubiera preparado un plan, no podría haberse consumado la conducta ilícita"", dijo Acosta, sin mencionar los nombres de los dos procesados. En este caso, la PGR imputa a los tres ex directivos a bursatilizar los derechos de cobro de los créditos que otorgaba Planfía a sus clientes, para financiar la compra de vehículos, con base en un listado de clientes inexistentes. El Código Nacional de Procedimientos Penales contempla al criterio de oportunidad como una figura legal que permite a la PGR abstenerse de la acción penal contra el imputado, siempre y cuando aporte información eficaz para perseguir un delito más grave. De acuerdo con autoridades consultadas, la Subprocuraduría de Delitos Federales de la PGR aún no ha otorgado el beneficio a Urbina y Medina, dado que sus peticiones se encuentran en análisis para determinar si cumplen con diversos requisitos. En la audiencia del lunes pasado, se ventiló que el ex director Financiero de Planfía, Óscar Urbina Pérez, sin tener aún el beneficio, ya declaró ante la PGR que los créditos con los que se garantizaron certificados bursátiles eran inexistentes. En particular, dijo que la lista de clientes de los créditos vehiculares, entregada a la CNBV, contenía información falsa, dado que en 2016 no se generó ningún crédito. La Sofipo constituyó un fideicomiso para bursatilizar los derechos de cobro de los créditos que otorgaba Planfía a sus clientes, con el propósito de cubrir algunos compromisos económicos que rondaban en los 25 millones de pesos. Según antecedentes del caso, Planfía colocó 750 millones de pesos en certificados financieros ante la CNBV, aunque no se ha precisado cuántos corresponden a los listados de derechos de cobro inexistentes.Detecta la estafa un auditorUn mes antes de que la Secretaría de Hacienda tuviera los primeros indicios del presunto fraude bursátil, un comisario de Planfía había descubierto la estafa y la había comunicado al Consejo de Administración de la empresa. Se trata de Agustín Sen Severo, comisario de Planfía desde 2012 --aunque no empleado de la compañía--, a quien en julio de 2017 le encargaron revisar las finanzas tras la salida del hasta entonces director general, José de Jesús Venegas Blancarte, hoy procesado. ""Yo me apoyé en el trabajo de los auditores externos de nombre Cajal Sen Azcune y Compañía S.C. y me di cuenta que había ingresos inexistentes que no procedían, así también no nos entregaban la relación de cartera y la relación de proveedores, por lo tanto, pedí que se ampliara el alcance de la revisión. ""Que este hallazgo se lo informé al Consejo de Administración y a los accionistas a partir del mes de octubre del presente año"", declaró en un interrogatorio ante funcionarios de la Comisión Nacional Bancaria y de Valores, el 29 de noviembre de 2017. Hacienda tuvo los primeros datos de lo que después consideraría como un fraude bursátil, a partir del 27 de noviembre del año pasado, a raíz de dos denuncias relacionadas con créditos automotrices que Planfía pretendía cobrar a dos personas que nunca lo pidieron.",http://www.zocalo.com.mx/reforma/detail/buscan-pactar-en-caso-planfia
